hour,plan_spend,fact_spend,plan_kpi,fact_kpi,top_cap,top_spend
0,2650.81,2649.43,9.604,11,2133.86,2132.58
1,5540.70,5536.76,20.078,23,2337.86,2335.37
2,8592.46,8586.49,31.135,41,2458.34,2456.41
3,11743.63,11735.59,42.544,55,2513.75,2511.74
4,15035.44,15026.77,54.450,65,2593.72,2593.09
5,18397.67,18386.60,66.599,80,2618.22,2615.89
6,21684.95,21673.36,78.454,93,2495.46,2494.93
7,24812.75,24800.39,89.705,116,2295.66,2294.95
8,27707.81,27693.61,100.090,130,2045.45,2043.69
9,30289.85,30273.06,109.306,139,1698.70,1696.10
10,32584.99,32567.24,117.478,146,1454.87,1453.89
11,34658.86,34640.42,124.841,154,1255.94,1255.35
12,36529.36,36509.52,131.466,163,1089.37,1088.07
13,38305.87,38285.53,137.762,171,1044.11,1043.62
14,39999.99,39979.52,143.772,175,1013.68,1013.52
15,41633.24,41611.49,149.578,181,1008.99,1007.71
16,43251.22,43229.25,155.343,185,1036.93,1036.79
17,44891.01,44867.87,161.204,197,1101.90,1100.72
18,46585.49,46561.13,167.279,203,1187.23,1186.03
19,48369.29,48343.65,173.690,208,1294.43,1293.22
20,50302.42,50276.49,180.659,214,1460.02,1459.71
21,52396.15,52369.91,188.221,219,1621.51,1621.21
22,54650.94,54623.52,196.378,231,1780.49,1779.26
23,57142.86,57114.91,205.401,238,1991.72,1991.19
24,59793.67,59763.54,215.004,247,2133.93,2131.70
25,62683.55,62653.37,225.479,255,2337.94,2337.86
26,65735.32,65704.76,236.536,266,2458.42,2457.96
27,68886.49,68854.13,247.944,270,2513.82,2511.96
28,72178.29,72145.98,259.850,281,2593.80,2593.76
29,75540.53,75507.85,271.999,291,2618.29,2617.85
30,78827.81,78793.92,283.854,307,2495.52,2494.26
31,81955.61,81919.56,295.105,315,2295.72,2293.47
32,84850.67,84813.12,305.490,328,2045.51,2043.96
33,87432.70,87394.53,314.706,342,1698.75,1698.16
34,89727.85,89689.19,322.879,351,1454.90,1454.37
35,91801.72,91762.69,330.241,362,1255.97,1255.63
36,93672.21,93632.86,336.867,368,1089.40,1089.15
37,95448.72,95407.27,343.162,369,1044.14,1042.05
38,97142.85,97099.75,349.172,378,1013.71,1012.12
39,98776.09,98731.62,354.978,386,1009.02,1007.66
40,100394.07,100347.76,360.743,394,1036.96,1035.11
41,102033.87,101985.95,366.605,397,1101.93,1100.27
42,103728.34,103678.36,372.679,403,1187.27,1185.19
43,105512.15,105461.73,379.091,413,1294.47,1294.07
44,107445.28,107393.38,386.059,417,1460.07,1458.50
45,109539.00,109486.86,393.622,429,1621.56,1621.22
46,111793.80,111739.82,401.778,435,1780.55,1778.70
47,114285.71,114231.19,410.801,443,1991.78,1991.20
48,116936.53,116880.18,420.405,449,2134.00,2132.04
49,119826.41,119769.15,430.879,459,2338.02,2337.03
50,122878.17,122820.02,441.936,472,2458.50,2457.43
51,126029.34,125969.55,453.345,490,2513.91,2512.13
52,129321.15,129259.52,465.251,502,2593.89,2591.87
53,132683.39,132620.52,477.400,517,2618.39,2617.03
54,135970.66,135904.69,489.255,529,2495.62,2492.34
55,139098.47,139030.16,500.506,541,2295.81,2293.34
56,141993.53,141924.75,510.891,551,2045.60,2045.02
57,144575.56,144506.61,520.107,562,1698.82,1698.62
58,146870.71,146799.91,528.279,564,1454.96,1453.01
59,148944.57,148871.81,535.642,571,1256.02,1253.95
60,150815.07,150741.94,542.267,578,1089.45,1089.02
61,152591.58,152516.57,548.563,583,1044.18,1042.29
62,154285.71,154208.92,554.573,588,1013.76,1011.91
63,155918.95,155840.41,560.379,595,1009.07,1007.29
64,157536.93,157456.80,566.144,599,1037.01,1035.39
65,159176.73,159095.21,572.005,607,1101.98,1100.48
66,160871.20,160789.32,578.080,611,1187.32,1186.93
67,162655.00,162573.10,584.491,618,1294.53,1294.38
68,164588.13,164504.44,591.460,629,1460.13,1458.20
69,166681.86,166597.60,599.022,639,1621.63,1620.89
70,168936.65,168852.31,607.179,654,1780.63,1780.36
71,171428.57,171341.96,616.202,663,1991.87,1989.44
72,174079.39,173992.45,625.806,674,2134.10,2133.55
73,176969.27,176881.75,636.280,686,2338.12,2337.28
74,180021.03,179933.46,647.337,692,2458.61,2458.31
75,183172.20,183083.59,658.745,701,2514.02,2512.76
76,186464.01,186372.75,670.651,711,2594.00,2591.05
77,189826.24,189733.84,682.800,727,2618.51,2617.06
78,193113.52,193019.30,694.655,740,2495.73,2493.66
79,196241.32,196146.34,705.906,753,2295.91,2294.93
80,199136.39,199040.65,716.291,765,2045.68,2044.71
81,201718.42,201621.53,725.507,772,1698.89,1697.57
82,204013.56,203916.00,733.680,780,1455.03,1454.18
83,206087.43,205989.74,741.043,794,1256.07,1255.81
84,207957.93,207859.74,747.668,804,1089.49,1088.86
85,209734.44,209635.55,753.963,812,1044.22,1043.38
86,211428.57,211327.75,759.973,815,1013.79,1011.81
87,213061.81,212959.69,765.779,821,1009.10,1007.65
88,214679.79,214577.17,771.544,823,1037.05,1036.44
89,216319.59,216215.46,777.406,830,1102.02,1100.45
90,218014.06,217909.76,783.480,836,1187.37,1187.02
91,219797.86,219692.55,789.892,843,1294.58,1293.39
92,221730.99,221624.62,796.860,848,1460.19,1458.92
93,223824.72,223717.11,804.423,856,1621.69,1620.25
94,226079.51,225970.24,812.579,865,1780.70,1778.81
95,228571.43,228460.98,821.602,873,1991.95,1990.57
96,231222.24,231111.42,831.206,883,2134.18,2133.56
97,234112.13,233999.46,841.680,893,2338.21,2336.11
98,237163.89,237051.13,852.738,899,2458.71,2458.23
99,240315.06,240201.55,864.146,912,2514.12,2513.02
100,243606.87,243491.96,876.052,920,2594.10,2592.32
101,246969.10,246854.19,888.201,927,2618.61,2618.17
102,250256.38,250140.37,900.056,933,2495.83,2494.42
103,253384.18,253267.17,911.307,951,2296.00,2294.60
104,256279.24,256161.80,921.692,961,2045.76,2044.99
105,258861.27,258743.40,930.908,971,1698.95,1698.30
106,261156.42,261038.34,939.080,976,1455.08,1454.65
107,263230.29,263111.97,946.443,985,1256.12,1255.67
108,265100.78,264981.11,953.068,988,1089.53,1088.07
109,266877.30,266755.42,959.364,991,1044.26,1041.98
110,268571.42,268447.63,965.374,996,1013.84,1011.74
111,270204.67,270080.67,971.180,1004,1009.15,1008.82
112,271822.64,271697.05,976.945,1009,1037.09,1035.39
113,273462.44,273335.67,982.806,1019,1102.07,1100.73
114,275156.92,275028.37,988.881,1024,1187.42,1185.44
115,276940.72,276811.66,995.292,1032,1294.63,1293.89
116,278873.85,278744.08,1002.261,1043,1460.25,1459.34
117,280967.58,280836.90,1009.823,1049,1621.76,1620.60
118,283222.37,283091.67,1017.980,1059,1780.77,1780.46
119,285714.29,285582.51,1027.003,1067,1992.03,1990.64
120,288365.10,288233.07,1036.607,1079,2134.27,2133.63
121,291254.98,291120.80,1047.081,1090,2338.30,2335.79
122,294306.74,294172.48,1058.138,1103,2458.81,2458.30
123,297457.92,297321.93,1069.546,1112,2514.22,2512.10
124,300749.72,300611.74,1081.452,1123,2594.22,2591.80
125,304111.96,303973.93,1093.601,1132,2618.73,2618.14
126,307399.23,307261.37,1105.456,1144,2495.94,2495.60
127,310527.04,310387.72,1116.707,1158,2296.10,2294.17
128,313422.10,313281.26,1127.092,1165,2045.85,2043.97
129,316004.13,315861.76,1136.308,1176,1699.03,1697.14
130,318299.28,318157.05,1144.481,1186,1455.15,1454.97
131,320373.15,320230.68,1151.844,1197,1256.18,1255.69
132,322243.64,322101.19,1158.469,1203,1089.58,1089.44
133,324020.15,323876.07,1164.764,1208,1044.31,1042.47
134,325714.28,325570.31,1170.774,1212,1013.88,1013.77
135,327347.52,327201.86,1176.580,1217,1009.19,1007.29
136,328965.50,328818.51,1182.345,1220,1037.13,1035.63
137,330605.30,330456.82,1188.207,1226,1102.12,1100.39
138,332299.77,332151.48,1194.282,1233,1187.47,1187.38
139,334083.57,333935.02,1200.693,1238,1294.69,1294.14
140,336016.71,335866.79,1207.661,1244,1460.31,1458.67
141,338110.43,337959.32,1215.224,1251,1621.83,1620.32
142,340365.22,340214.25,1223.380,1260,1780.85,1780.60
143,342857.14,342706.57,1232.403,1267,1992.12,1992.07
144,345507.96,345355.52,1242.007,1276,2134.36,2132.04
145,348397.84,348244.40,1252.481,1285,2338.41,2336.91
146,351449.60,351296.68,1263.539,1289,2458.92,2458.88
147,354600.77,354448.19,1274.947,1297,2514.33,2514.09
148,357892.58,357738.36,1286.853,1305,2594.32,2592.06
149,361254.82,361100.22,1298.988,1320,2618.83,2617.80
150,364542.09,364387.02,1310.772,1328,2496.04,2494.97
151,367669.90,367515.05,1321.907,1339,2296.19,2295.91
152,370564.96,370410.41,1332.148,1354,2045.93,2045.80
153,373146.99,372992.48,1341.216,1364,1699.09,1698.70
154,375442.14,375286.20,1349.240,1376,1455.20,1453.49
155,377516.00,377359.26,1356.460,1381,1256.23,1255.09
156,379386.50,379229.55,1362.950,1388,1089.62,1089.12
157,381163.01,381004.37,1369.107,1393,1044.35,1042.48
158,382857.14,382697.00,1374.974,1398,1013.92,1012.25
159,384490.38,384329.56,1380.629,1403,1009.23,1008.33
160,386108.36,385947.03,1386.230,1409,1037.17,1036.41
161,387748.16,387586.66,1391.909,1410,1102.16,1101.80
162,389442.63,389280.21,1397.777,1413,1187.51,1186.29
163,391226.43,391063.11,1403.950,1419,1294.74,1293.56
164,393159.56,392995.25,1410.635,1427,1460.37,1459.06
165,395253.29,395087.71,1417.865,1436,1621.90,1620.25
166,397508.08,397342.85,1425.634,1443,1780.92,1780.82
167,400000.00,399833.45,1434.197,1448,1992.20,1990.35
168,402650.81,402483.58,1443.276,1454,2134.45,2133.26
169,405540.70,405372.32,1453.138,1465,2338.50,2336.72
170,408592.46,408422.23,1463.510,1474,2459.02,2456.50
171,411743.63,411573.34,1474.173,1484,2514.45,2513.68
172,415035.44,414863.86,1485.264,1490,2594.44,2592.48
173,418397.67,418224.88,1496.543,1497,2618.95,2617.03
174,421684.95,421510.33,1507.524,1507,2496.16,2493.59
175,424812.75,424638.79,1517.932,1515,2296.31,2296.28
176,427707.81,427517.30,1527.534,1522,2210.43,2208.93
177,430289.85,430062.23,1536.074,1527,1799.98,1798.42
178,432584.99,432325.21,1543.642,1535,1502.66,1501.61
179,434658.86,434368.82,1550.463,1540,1297.64,1296.52
180,436529.36,436234.81,1556.601,1546,1093.53,1091.72
181,438305.87,438012.30,1562.417,1553,1043.33,1042.69
182,439999.99,439707.33,1567.950,1558,1012.93,1012.32
183,441633.24,441340.04,1573.274,1564,1008.24,1006.44
184,443251.22,442958.74,1578.536,1566,1036.16,1035.70
185,444891.01,444584.97,1583.857,1570,1148.77,1148.64
186,446585.49,446280.23,1589.344,1577,1186.25,1186.22
187,448369.29,448063.24,1595.106,1580,1293.36,1291.89
188,450302.42,450020.85,1601.336,1582,1638.76,1638.41
189,452396.15,452118.00,1608.065,1588,1690.14,1688.02
190,454650.94,454356.63,1615.291,1593,1721.15,1720.13
191,457142.86,456808.50,1623.253,1598,1858.66,1856.97
192,459793.67,459395.36,1631.694,1603,1800.36,1798.52
193,462683.55,462241.57,1640.863,1612,1962.61,1962.18
194,465735.32,465259.23,1650.511,1616,1972.94,1972.58
195,468886.49,468431.61,1660.435,1623,2009.68,2007.70
196,472178.29,471771.68,1670.764,1632,2048.56,2048.09
197,475540.53,475217.41,1681.273,1642,2096.54,2094.96
198,478827.81,478611.14,1691.511,1649,2044.80,2043.25
199,481955.61,481889.13,1701.222,1657,1828.83,1827.37
200,484850.67,484904.97,1710.187,1664,1671.01,1669.57
201,487432.70,487643.72,1718.168,1668,1349.00,1347.46
202,489727.85,490057.56,1725.247,1677,1181.43,1179.81
203,491801.72,492241.34,1731.633,1680,1000.63,998.44
204,493672.21,494266.69,1737.384,1687,794.11,793.33
205,495448.72,496071.48,1742.832,1691,863.55,862.66
206,497142.85,497747.57,1748.016,1695,813.98,813.95
207,498776.09,499393.19,1753.001,1704,797.46,796.69
208,500394.07,500956.18,1757.927,1709,858.23,857.39
209,502033.87,502531.12,1762.906,1714,988.56,986.68
210,503728.34,504156.74,1768.038,1717,1066.18,1064.26
211,505512.15,505937.89,1773.426,1723,1284.02,1282.38
212,507445.28,507867.63,1779.249,1730,1448.28,1447.60
213,509539.00,509932.61,1785.538,1733,1589.91,1588.62
214,511793.80,512161.87,1792.292,1739,1694.84,1693.57
215,514285.71,514602.97,1799.734,1745,1826.61,1826.31
216,516936.53,517260.42,1807.627,1748,2079.36,2079.20
217,519826.41,520087.40,1816.204,1758,1938.51,1937.71
218,522878.17,523136.24,1825.233,1765,2191.29,2190.44
219,526029.34,526280.76,1834.527,1771,1992.83,1990.75
220,529321.15,529579.66,1844.206,1780,1988.21,1988.16
221,532683.39,532966.10,1854.060,1788,1879.50,1877.66
222,535970.66,536323.64,1863.667,1796,1766.46,1764.35
223,539098.47,539587.83,1872.787,1800,1755.93,1755.04
224,541993.53,542626.87,1881.212,1803,1474.62,1472.83
225,544575.56,545401.96,1888.720,1811,1244.31,1244.12
