hour,plan_spend,fact_spend,plan_kpi,fact_kpi
0,2692.40,2689.34,9.877,7
1,5799.21,5793.80,21.207,15
2,9118.84,9110.50,33.307,32
3,12334.71,12325.92,45.049,40
4,15318.60,15308.27,56.021,49
5,18022.69,18009.39,66.046,63
6,20586.31,20570.88,75.642,69
7,23078.50,23062.36,85.047,81
8,25615.23,25596.96,94.658,87
9,28120.39,28101.20,104.180,95
10,30618.37,30598.85,113.662,108
11,33028.29,33007.35,122.821,112
12,35314.63,35293.26,131.470,120
13,37540.44,37516.64,139.858,123
14,39617.89,39593.75,147.663,132
15,41611.20,41586.48,155.140,139
16,43565.00,43539.89,162.443,143
17,45430.79,45404.58,169.418,149
18,47277.19,47250.37,176.314,161
19,49132.22,49104.07,183.245,167
20,50973.52,50942.54,190.133,173
21,52846.60,52814.69,197.144,183
22,54864.21,54831.40,204.646,190
23,57142.86,57109.53,213.066,195
24,59835.26,59801.32,222.943,201
25,62942.07,62906.07,234.272,210
26,66261.69,66223.62,246.373,215
27,69477.56,69436.03,258.115,218
28,72461.46,72419.09,269.087,232
29,75165.54,75119.97,279.111,239
30,77729.16,77681.25,288.708,254
31,80221.36,80172.16,298.112,264
32,82758.08,82708.07,307.724,269
33,85263.25,85212.93,317.246,275
34,87761.23,87709.20,326.727,284
35,90171.14,90118.40,335.886,301
36,92457.49,92403.72,344.535,311
37,94683.29,94627.16,352.924,316
38,96760.75,96704.04,360.729,322
39,98754.06,98696.80,368.205,327
40,100707.85,100649.25,375.508,334
41,102573.65,102514.41,382.484,343
42,104420.04,104360.14,389.380,348
43,106275.08,106213.74,396.311,351
44,108116.38,108053.76,403.198,354
45,109989.46,109926.72,410.210,357
46,112007.07,111943.12,417.712,365
47,114285.71,114219.17,426.131,370
48,116978.11,116910.40,436.009,384
49,120084.93,120014.40,447.338,391
50,123404.55,123332.49,459.439,397
51,126620.42,126548.00,471.180,407
52,129604.31,129530.84,482.153,422
53,132308.40,132232.10,492.177,434
54,134872.02,134794.45,501.774,440
55,137364.22,137285.11,511.178,447
56,139900.94,139821.61,520.790,458
57,142406.10,142325.15,530.312,469
58,144904.09,144820.91,539.793,484
59,147314.00,147229.24,548.952,499
60,149600.35,149513.24,557.601,510
61,151826.15,151737.72,565.990,519
62,153903.60,153814.24,573.794,525
63,155896.92,155807.32,581.271,538
64,157850.71,157760.67,588.574,548
65,159716.51,159625.40,595.549,554
66,161562.90,161471.00,602.445,563
67,163417.93,163325.26,609.376,567
68,165259.24,165164.33,616.264,581
69,167132.31,167035.78,623.276,587
70,169149.92,169050.71,630.777,592
71,171428.57,171329.19,639.197,607
72,174120.97,174020.04,649.074,620
73,177227.78,177125.08,660.404,634
74,180547.41,180441.97,672.504,645
75,183763.28,183654.62,684.246,655
76,186747.17,186636.66,695.218,664
77,189451.26,189338.89,705.243,675
78,192014.88,191901.85,714.839,682
79,194507.07,194391.51,724.244,690
80,197043.80,196925.85,733.855,700
81,199548.96,199430.23,743.377,710
82,202046.95,201925.72,752.859,724
83,204456.86,204334.40,762.018,735
84,206743.20,206619.24,770.667,743
85,208969.01,208844.21,779.055,751
86,211046.46,210920.46,786.860,757
87,213039.77,212913.04,794.337,767
88,214993.57,214865.50,801.640,783
89,216859.37,216730.88,808.615,790
90,218705.76,218576.93,815.511,797
91,220560.79,220431.36,822.442,801
92,222402.09,222270.77,829.330,805
93,224275.17,224142.65,836.342,817
94,226292.78,226160.06,843.843,822
95,228571.43,228436.00,852.263,830
96,231263.83,231128.02,862.137,837
