hour,plan_spend,fact_spend,plan_kpi,fact_kpi
0,1631.16,1630.84,3.064,3
1,3322.73,3144.64,6.223,5
2,5120.66,4930.13,9.577,12
3,7077.41,6851.47,13.224,15
4,9165.79,8756.53,17.131,15
5,11412.59,10603.10,21.355,22
6,13868.94,12912.62,26.013,24
7,16614.46,15379.19,31.282,28
8,19596.16,18160.21,37.085,34
9,22827.01,21389.74,43.440,37
10,26288.66,24851.03,50.309,44
11,29860.65,28422.87,57.457,48
12,33432.54,31994.29,64.611,55
13,36865.46,35210.49,71.510,59
14,39978.57,38323.37,77.762,68
15,42798.36,41143.07,83.420,72
16,45226.11,43570.41,88.261,76
17,47335.59,45679.71,92.431,80
18,49182.39,47505.55,96.046,86
19,50865.61,49098.28,99.316,89
20,52459.69,50692.05,102.376,90
21,54029.56,52261.77,105.375,93
22,55573.67,53671.78,108.300,96
23,57142.86,54965.12,111.258,98
24,58774.02,56310.43,114.323,99
25,60465.59,57960.08,117.482,101
26,62263.52,59607.51,120.835,103
27,64220.26,61512.67,124.483,103
28,66308.65,63402.64,128.389,108
29,68555.45,65574.76,132.614,114
30,71011.80,67955.42,137.271,121
31,73757.31,70504.84,142.540,127
32,76739.02,73251.14,148.343,129
33,79969.87,76481.67,154.698,136
34,83431.52,79942.86,161.567,142
35,87003.50,83514.75,168.716,154
36,90575.40,87086.23,175.869,161
37,94008.31,90518.84,182.768,166
38,97121.43,93631.80,189.020,171
39,99941.21,96451.13,194.678,174
40,102368.97,98878.49,199.519,179
41,104478.44,100987.71,203.689,185
42,106325.25,102834.34,207.304,187
43,108008.46,104517.23,210.574,188
44,109602.55,106111.18,213.634,190
45,111172.42,107680.60,216.634,192
46,112716.53,109217.07,219.558,197
47,114285.71,110727.44,222.517,198
48,115916.87,112358.44,225.581,203
49,117608.45,114049.74,228.740,207
50,119406.38,115847.31,232.094,208
51,121363.12,117803.89,235.741,212
52,123451.51,119891.93,239.648,217
53,125698.31,122089.66,243.872,221
54,128154.66,124545.53,248.530,223
55,130900.17,127277.33,253.798,225
56,133881.87,130258.66,259.601,234
57,137112.72,133489.13,265.957,242
58,140574.38,136950.45,272.825,253
59,144146.36,140521.98,279.974,264
60,147718.26,144093.67,287.128,267
61,151151.17,147526.22,294.026,272
62,154264.28,150639.05,300.255,276
63,157084.07,153458.43,305.851,283
64,159511.83,155885.95,310.607,286
65,161621.30,157995.24,314.685,287
66,163468.11,159841.65,318.207,291
67,165151.32,161524.68,321.383,292
68,166745.40,163118.44,324.349,295
69,168315.27,164687.84,327.251,298
70,169859.38,166051.80,330.077,300
71,171428.57,167620.57,332.933,302
72,173059.73,169251.41,335.887,307
73,174751.30,170908.93,338.931,311
74,176549.24,172706.56,342.158,314
75,178505.98,174633.17,345.665,316
76,180594.37,176721.07,349.412,317
77,182841.16,178967.45,353.451,319
78,185297.51,181423.69,357.883,321
79,188043.03,184168.95,362.866,326
80,191024.73,187150.21,368.307,329
81,194255.58,190380.77,374.216,336
82,197717.23,193842.07,380.540,343
83,201289.22,197413.74,387.055,349
84,204861.11,200985.32,393.514,357
85,208294.03,204418.03,399.683,360
86,211407.14,207530.86,405.229,364
87,214226.93,210350.28,410.217,369
88,216654.68,212777.90,414.467,375
89,218764.16,214886.93,418.125,381
90,220610.97,216733.43,421.296,384
91,222294.18,218416.30,424.164,386
92,223888.26,220010.06,426.856,387
93,225458.13,221579.61,429.496,393
94,227002.24,223123.43,432.079,395
95,228571.43,224692.26,434.697,397
96,230202.59,226323.13,437.413,400
97,231894.16,228014.48,440.223,402
98,233692.09,229812.15,443.209,405
99,235648.83,231768.54,446.460,409
100,237737.22,233856.65,449.935,410
101,239984.02,235901.70,453.679,415
102,242440.37,238357.82,457.771,417
103,245185.89,241103.06,462.350,420
104,248167.59,244045.18,467.322,429
105,251398.44,247275.87,472.696,438
106,254860.09,250737.32,478.431,446
107,258432.08,254309.03,484.320,449
108,262003.97,257880.78,490.160,454
109,265436.88,261313.22,495.735,461
110,268550.00,264426.08,500.755,467
111,271369.79,267245.43,505.278,472
112,273797.54,269672.77,509.145,473
113,275907.02,271781.96,512.485,478
114,277753.82,273628.38,515.392,481
115,279437.04,275311.29,518.031,485
116,281031.12,276905.04,520.517,486
117,282600.99,278474.65,522.962,488
118,284145.10,280018.33,525.364,495
119,285714.29,281409.60,527.805,498
120,287345.45,283040.50,530.345,499
121,289037.02,284731.67,532.982,502
122,290834.95,286529.22,535.789,503
123,292791.69,288485.68,538.852,506
124,294880.08,290573.76,542.127,509
125,297126.88,292764.14,545.652,513
126,299583.23,295220.25,549.495,517
127,302328.74,297965.34,553.778,523
128,305310.45,300946.72,558.405,530
129,308541.29,304177.39,563.389,532
130,312002.95,307638.63,568.692,542
131,315574.93,311210.38,574.125,547
132,319146.83,314782.06,579.512,551
133,322579.74,318214.52,584.654,555
134,325692.85,321327.37,589.290,560
135,328512.64,324146.77,593.474,569
136,330940.40,326574.28,597.060,576
137,333049.87,328683.43,600.168,578
138,334896.68,330530.03,602.883,579
139,336579.89,332212.90,605.352,579
140,338173.97,333806.57,607.689,582
141,339743.84,335263.78,609.990,583
142,341287.95,336807.57,612.260,586
143,342857.14,338347.95,614.572,588
144,344488.30,339978.90,616.982,591
145,346179.88,341670.26,619.490,597
