hour,plan_spend,fact_spend,plan_kpi,fact_kpi
0,1980.80,1980.21,3.405,4
1,4090.75,4292.87,6.987,9
2,6363.14,6619.34,10.804,21
3,8822.30,9214.33,14.904,26
4,11476.96,11909.05,19.328,33
5,14316.32,14873.77,24.090,46
6,17309.71,17733.21,29.180,51
7,20409.49,20713.54,34.552,63
8,23555.96,23746.07,40.126,73
9,26683.27,26843.08,45.788,82
10,29726.20,29914.88,51.401,93
11,32627.76,32950.21,56.826,100
12,35346.81,35842.21,61.945,110
13,37863.74,38556.53,66.685,116
14,40181.93,41048.55,71.026,127
15,42324.19,43324.74,74.999,134
16,44325.30,45418.97,78.666,139
17,46223.41,47375.28,82.108,143
18,48055.77,49241.34,85.400,154
19,49851.21,51053.29,88.604,158
20,51635.53,52844.04,91.771,161
21,53429.72,54640.80,94.938,169
22,55256.07,56467.48,98.141,176
23,57142.86,58136.36,101.420,180
24,59123.66,59846.64,104.825,183
25,61233.60,61899.65,108.407,189
26,63506.00,63955.00,112.224,192
27,65965.16,66260.71,116.324,193
28,68619.82,68642.73,120.748,203
29,71459.18,71264.19,125.510,210
30,74452.57,74042.56,130.600,224
31,77552.35,76903.56,135.972,235
32,80698.81,79791.04,141.546,242
33,83826.13,82938.29,147.208,253
34,86869.06,86107.03,152.821,265
35,89770.61,89214.40,158.246,285
36,92489.67,92177.60,163.365,296
37,95006.60,94953.28,168.105,303
38,97324.79,97495.49,172.446,311
39,99467.05,99811.10,176.419,316
40,101468.16,101932.86,180.086,324
41,103366.27,103906.15,183.528,333
42,105198.63,105783.01,186.820,337
43,106994.07,107600.81,190.024,339
44,108778.39,109390.66,193.191,339
45,110572.58,111179.35,196.358,342
46,112398.92,112987.06,199.561,350
47,114285.71,114747.55,202.840,355
48,116266.52,116583.44,206.245,364
49,118376.46,118593.30,209.827,370
50,120648.85,120611.39,213.643,374
51,123108.01,122852.14,217.744,381
52,125762.68,125243.08,222.168,393
53,128602.04,127641.83,226.930,401
54,131595.42,130372.36,232.020,410
55,134695.20,133266.30,237.392,417
56,137841.67,136324.43,242.966,430
57,140968.98,139487.60,248.628,446
58,144011.91,142697.55,254.241,465
59,146913.47,145869.34,259.666,483
60,149632.52,148901.71,264.785,494
61,152149.45,151705.83,269.525,504
62,154467.65,154270.73,273.866,511
63,156609.91,156602.55,277.838,522
64,158611.02,158734.56,281.506,530
65,160509.12,160716.63,284.948,533
66,162341.49,162594.88,288.240,541
67,164136.93,164383.40,291.444,544
68,165921.25,166173.43,294.611,555
69,167715.43,167961.68,297.778,562
70,169541.78,169427.75,300.981,564
71,171428.57,171191.11,304.260,574
72,173409.37,173076.52,307.664,584
73,175519.32,174877.09,311.247,593
74,177791.71,176815.13,315.063,601
75,180250.87,178827.92,319.164,605
76,182905.53,181122.34,323.587,609
77,185744.89,183684.25,328.350,617
78,188738.28,186421.55,333.439,626
79,191838.06,189119.65,338.812,637
80,194984.53,192002.12,344.386,647
81,198111.84,195165.86,350.048,661
82,201154.77,198375.38,355.661,677
83,204056.33,201514.37,361.086,691
84,206775.38,204508.28,366.205,705
85,209292.31,207312.72,370.945,714
86,211610.50,209878.10,375.286,723
87,213752.76,212212.27,379.258,730
88,215753.87,214347.93,382.926,743
89,217651.98,216330.96,386.368,753
90,219484.34,218213.53,389.653,759
91,221279.78,220033.42,392.845,763
92,223064.10,221580.61,395.994,767
93,224858.29,223122.53,399.138,776
94,226684.64,224712.44,402.311,779
95,228571.43,226442.62,405.556,786
96,230552.23,228032.02,408.920,789
97,232662.17,229776.00,412.456,793
98,234934.57,231515.66,416.218,803
99,237393.73,233694.39,420.257,809
