hour,plan_spend,fact_spend,plan_kpi,fact_kpi
0,2816.10,2814.44,4.288,4
1,5683.26,6186.83,8.636,7
2,8430.95,9229.45,12.759,18
3,11017.76,11972.02,16.578,21
4,13532.44,14498.99,20.240,27
5,16032.20,16725.06,23.842,32
6,18593.21,19028.89,27.511,35
7,21196.97,21202.64,31.223,41
8,23848.36,23412.92,35.006,42
9,26482.60,25696.82,38.756,46
10,29122.01,27828.22,42.516,51
11,31701.03,29955.82,46.194,51
12,34147.66,32054.96,49.691,53
13,36512.08,34153.32,53.094,53
14,38715.64,36167.95,56.278,57
15,40785.18,38120.15,59.284,60
16,42762.13,40057.86,62.176,61
17,44625.03,41944.29,64.909,64
18,46445.94,43825.13,67.591,72
19,48280.59,45757.82,70.306,75
20,50173.34,47803.78,73.121,78
21,52215.66,50103.83,76.181,83
22,54538.50,52865.82,79.692,87
23,57142.86,56058.10,83.652,89
24,59958.96,59517.34,87.940,93
25,62826.12,63006.21,92.288,97
26,65573.81,66116.39,96.411,99
27,68160.62,68844.65,100.230,101
28,70675.30,71316.33,103.893,107
29,73175.06,73626.01,107.494,111
30,75736.07,75982.30,111.164,117
31,78339.82,78294.38,114.876,120
32,80991.22,80593.46,118.658,121
33,83625.46,82803.11,122.409,124
34,86264.87,85046.71,126.168,127
35,88843.89,87222.53,129.847,134
36,91290.51,89338.97,133.344,137
37,93654.94,91447.93,136.746,139
38,95858.50,93441.81,139.930,141
39,97928.04,95386.14,142.936,143
40,99904.99,97315.76,145.828,146
41,101767.89,99187.71,148.561,151
42,103588.79,101056.91,151.243,155
43,105423.44,103005.48,153.958,158
44,107316.20,105087.02,156.773,160
45,109358.51,107434.66,159.833,163
46,111681.35,110231.76,163.344,169
47,114285.71,113486.40,167.305,171
48,117101.81,116960.21,171.592,181
49,119968.97,120476.56,175.940,184
50,122716.67,123674.56,180.063,187
51,125303.47,126431.75,183.883,193
52,127818.16,128895.39,187.545,200
53,130317.91,131180.46,191.147,204
54,132878.93,133445.30,194.816,206
55,135482.68,135648.42,198.528,208
56,138134.07,137883.15,202.311,212
57,140768.31,140072.07,206.061,215
58,143407.73,142286.19,209.821,221
59,145986.74,144510.95,213.499,227
60,148433.37,146665.97,216.996,234
