hour,plan_spend,fact_spend,plan_kpi,fact_kpi
0,2816.10,2814.44,4.288,4
1,5683.26,5678.32,8.636,6
2,8430.95,8422.02,12.759,15
3,11017.76,11006.51,16.578,17
4,13532.44,13518.29,20.240,21
5,16032.20,16014.33,23.842,26
6,18593.21,18573.40,27.511,28
7,21196.97,21174.63,31.223,35
8,23848.36,23825.14,35.006,37
9,26482.60,26457.86,38.756,41
10,29122.01,29095.11,42.516,47
11,31701.03,31672.87,46.194,50
12,34147.66,34116.75,49.691,52
13,36512.08,36480.40,53.094,54
14,38715.64,38681.58,56.278,59
15,40785.18,40750.13,59.284,62
16,42762.13,42723.82,62.176,63
17,44625.03,44583.69,64.909,66
18,46445.94,46403.53,67.591,72
19,48280.59,48235.98,70.306,76
20,50173.34,50125.86,73.121,78
21,52215.66,52166.86,76.181,83
22,54538.50,54487.93,79.692,86
23,57142.86,57089.85,83.652,89
24,59958.96,59903.82,87.940,91
25,62826.12,62770.55,92.288,94
26,65573.81,65517.42,96.411,95
27,68160.62,68101.88,100.230,98
28,70675.30,70613.56,103.893,104
29,73175.06,73112.47,107.494,108
30,75736.07,75672.43,111.164,114
31,78339.82,78275.10,114.876,117
32,80991.22,80924.74,118.658,120
33,83625.46,83556.59,122.409,123
34,86264.87,86192.55,126.168,129
35,88843.89,88769.30,129.847,137
36,91290.51,91212.96,133.344,139
37,93654.94,93574.02,136.746,141
38,95858.50,95776.94,139.930,143
39,97928.04,97844.15,142.936,144
40,99904.99,99818.56,145.828,148
41,101767.89,101679.63,148.561,152
42,103588.79,103498.29,151.243,154
43,105423.44,105331.34,153.958,160
44,107316.20,107223.62,156.773,161
45,109358.51,109264.48,159.833,164
46,111681.35,111585.43,163.344,169
47,114285.71,114189.18,167.305,170
48,117101.81,117003.38,171.592,178
49,119968.97,119869.43,175.940,179
50,122716.67,122615.80,180.063,181
51,125303.47,125198.62,183.883,185
52,127818.16,127712.60,187.545,191
53,130317.91,130209.01,191.147,194
54,132878.93,132769.13,194.816,197
55,135482.68,135369.94,198.528,201
56,138134.07,138019.88,202.311,207
57,140768.31,140652.29,206.061,210
58,143407.73,143290.25,209.821,217
59,145986.74,145866.40,213.499,222
60,148433.37,148311.61,216.996,228
61,150797.79,150675.48,220.399,230
62,153001.36,152876.94,223.582,231
63,155070.89,154945.19,226.589,237
64,157047.84,156921.42,229.480,243
65,158910.75,158783.34,232.214,247
66,160731.65,160603.49,234.895,251
67,162566.30,162437.60,237.611,253
68,164459.05,164329.65,240.426,264
69,166501.37,166369.59,243.485,266
70,168824.21,168690.33,246.996,268
71,171428.57,171293.52,250.957,279
72,174244.67,174109.07,255.245,285
73,177111.83,176974.29,259.593,290
74,179859.53,179720.29,263.716,294
75,182446.33,182304.19,267.535,297
76,184961.02,184817.70,271.197,300
77,187460.77,187315.26,274.799,303
78,190021.78,189874.12,278.468,305
79,192625.54,192477.37,282.181,308
80,195276.93,195127.45,285.963,313
81,197911.17,197760.93,289.714,316
82,200550.58,200397.47,293.473,323
83,203129.60,202975.73,297.151,327
84,205576.23,205420.02,300.648,328
85,207940.65,207782.07,304.051,329
86,210144.21,209984.36,307.235,332
87,212213.75,212052.45,310.241,336
88,214190.70,214028.35,313.133,346
89,216053.60,215889.11,315.866,349
90,217874.51,217709.36,318.548,351
91,219709.16,219541.38,321.263,352
